#P (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (g/mol)       	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            	H2              	He              	N2              
1.2388629240e-06	5.0365330120e+02	3.2999916348e+13	1.7815921410e+13	2.9665975119e+01	3.5308085194e-10	1.4720668567e-05	4.7313401200e-01	4.6527136045e-02	4.8810723917e-12	1.4395068968e-03	1.6968312023e-02	6.5553010072e-02
1.5347813444e-06	5.0365555253e+02	4.0892404748e+13	2.2071385832e+13	2.9673387351e+01	3.0750577526e-10	1.5472366470e-05	4.7315237574e-01	4.6637610969e-02	4.5613378418e-12	1.1927849148e-03	1.6972551763e-02	6.5569385875e-02
1.9013837041e-06	5.0365834157e+02	5.0670604280e+13	2.7343270173e+13	2.9679713757e+01	2.6311445028e-10	1.6072993653e-05	4.7316814059e-01	4.6731742475e-02	4.2242327273e-12	9.8243820720e-04	1.6976170412e-02	6.5583362246e-02
2.3555537753e-06	5.0366179674e+02	6.2784768971e+13	3.3874331255e+13	2.9685040677e+01	2.2221393039e-10	1.6553475324e-05	4.7318147879e-01	4.6810812825e-02	3.8859924192e-12	8.0560742756e-04	1.6979217263e-02	6.5595129647e-02
2.9182082376e-06	5.0366607712e+02	7.7792707369e+13	4.1965296423e+13	2.9689485394e+01	1.8585362898e-10	1.6938841466e-05	4.7319257636e-01	4.6876542238e-02	3.5570058243e-12	6.5842144668e-04	1.6981759748e-02	6.5604948117e-02
3.6152599901e-06	5.0367137977e+02	9.6385470646e+13	5.1988702491e+13	2.9693177310e+01	1.5429565266e-10	1.7248182373e-05	4.7320167035e-01	4.6930787897e-02	3.2434901752e-12	5.3677472920e-04	1.6983871244e-02	6.5613101752e-02
4.4788115623e-06	5.0367794878e+02	1.1941918216e+14	6.4406035982e+13	2.9696249328e+01	1.2738039744e-10	1.7497626713e-05	4.7320864707e-01	4.6975284487e-02	2.9491020223e-12	4.3677519451e-04	1.6985628512e-02	6.5619886199e-02
5.5486335881e-06	5.0368608651e+02	1.4795460384e+14	7.9788960941e+13	2.9698858204e+01	1.0470794079e-10	1.7699168146e-05	4.7321289647e-01	4.7011687480e-02	2.6755304831e-12	3.5489410289e-04	1.6987120787e-02	6.5625646588e-02
6.8739964312e-06	5.0369616747e+02	1.8330652450e+14	9.8845607121e+13	2.9701243256e+01	8.5788898764e-11	1.7862637399e-05	4.7321202528e-01	4.7041585518e-02	2.4233200560e-12	2.8805438130e-04	1.6988484957e-02	6.5630911685e-02
8.5159393183e-06	5.0370865552e+02	2.2710641559e+14	1.2245312190e+14	2.9703909994e+01	7.0117120486e-11	1.7996030682e-05	4.7319863005e-01	4.7066798931e-02	2.1922848219e-12	2.3362652538e-04	1.6990010379e-02	6.5636799033e-02
1.0550081484e-05	5.0372412514e+02	2.8138534575e+14	1.5169797379e+14	2.9708161362e+01	5.7209286126e-11	1.8105180440e-05	4.7315100325e-01	4.7090259891e-02	1.9818113875e-12	1.8939502425e-04	1.6992441856e-02	6.5646186428e-02
1.3070104796e-05	5.0374328780e+02	3.4869551271e+14	1.8792584630e+14	2.9717612940e+01	4.6636292372e-11	1.8195102295e-05	4.7300608859e-01	4.7118383012e-02	1.7913602692e-12	1.5352710638e-04	1.6997847977e-02	6.5667064681e-02
1.6192068245e-05	5.0376702454e+02	4.3232665692e+14	2.3280339359e+14	2.9742453060e+01	3.8029837317e-11	1.8268038553e-05	4.7258421379e-01	4.7167901084e-02	1.6209408044e-12	1.2452798886e-04	1.7012055860e-02	6.5721945813e-02
2.0059753011e-05	5.0379642621e+02	5.3679181463e+14	2.8839466114e+14	2.9810739106e+01	3.1102397054e-11	1.8322831016e-05	4.7138864807e-01	4.7283767741e-02	1.4724152727e-12	1.0122687727e-04	1.7051113883e-02	6.5872828642e-02
2.4851284270e-05	5.0383284335e+02	6.6904959858e+14	3.5725562878e+14	2.9993925161e+01	2.5663351668e-11	1.8349746407e-05	4.6815317196e-01	4.7579738800e-02	1.3517659123e-12	8.2773202893e-05	1.7155891713e-02	6.6277603885e-02
3.0787334695e-05	5.0387794771e+02	8.4113488830e+14	4.4255113462e+14	3.0440812657e+01	2.1628051594e-11	1.8325686327e-05	4.6024009329e-01	4.8292309802e-02	1.2718265751e-12	6.8610779240e-05	1.7411500054e-02	6.7265077012e-02
3.8141287483e-05	5.0393380819e+02	1.0729443700e+15	5.4819941864e+14	3.1346760135e+01	1.8943402395e-11	1.8222755555e-05	4.4418622933e-01	4.9731981626e-02	1.2495832533e-12	5.8264558162e-05	1.7929679402e-02	6.9266931477e-02
4.7251826936e-05	5.0400298462e+02	1.3898333540e+15	6.7905071947e+14	3.2780418950e+01	1.7435347974e-11	1.8048398896e-05	4.1877495663e-01	5.2008337211e-02	1.2935721006e-12	5.0980531581e-05	1.8749696163e-02	7.2434865148e-02
5.8538536482e-05	5.0408864328e+02	1.8160977687e+15	8.4110780801e+14	3.4581314309e+01	1.6816156017e-11	1.7879942629e-05	3.8685173118e-01	5.4867264451e-02	1.3976625195e-12	4.5776129972e-05	1.9779762980e-02	7.6414279842e-02
7.2521222472e-05	5.0419469906e+02	2.3740220248e+15	1.0417980933e+15	3.6496824284e+01	1.6856682648e-11	1.7850456855e-05	3.5289542966e-01	5.7908206188e-02	1.5507680425e-12	4.1844571349e-05	2.0875387039e-02	8.0646961783e-02
8.9843853723e-05	5.0432599022e+02	3.0872582797e+15	1.2903090386e+15	3.8320668401e+01	1.7477707839e-11	1.8131573871e-05	3.2056332341e-01	6.0804035223e-02	1.7458380188e-12	3.8704775781e-05	2.1918580048e-02	8.4677092060e-02
1.1130421933e-04	5.0448849277e+02	3.9828697340e+15	1.5980011248e+15	3.9918373965e+01	1.8749985821e-11	1.8949686120e-05	2.9223916923e-01	6.3341444989e-02	1.9815933650e-12	3.6109155557e-05	2.2832427914e-02	8.8207530486e-02
1.3789067061e-04	5.0468958269e+02	5.0915334300e+15	1.9789155471e+15	4.1207392803e+01	2.0850018041e-11	2.0606889467e-05	2.6938620214e-01	6.5389489834e-02	2.2590740570e-12	3.3908997471e-05	2.3569714780e-02	9.1055869508e-02
1.7082763938e-04	5.0493835587e+02	6.4481946078e+15	2.4503972435e+15	4.2145908733e+01	2.3887688756e-11	2.3418061350e-05	2.5274560271e-01	6.6881690869e-02	2.5705732777e-12	3.1925109973e-05	2.4106522298e-02	9.3129705124e-02
2.1163202882e-04	5.0524601702e+02	8.0975049595e+15	3.0338577512e+15	4.2747407311e+01	2.7381704954e-11	2.7356684514e-05	2.4207861411e-01	6.7838933256e-02	2.8762022866e-12	2.9832098810e-05	2.4450564037e-02	9.4458833887e-02
2.6218307404e-04	5.0562634992e+02	1.0104172255e+16	3.7557067099e+15	4.3088644753e+01	2.9810861221e-11	3.1566715231e-05	2.3602593071e-01	6.8382121082e-02	3.0952918954e-12	2.7249280767e-05	2.4645742305e-02	9.5212859257e-02
3.2480888972e-04	5.0609628295e+02	1.2557342880e+16	4.6484854579e+15	4.3265331172e+01	2.9799504014e-11	3.4845215327e-05	2.3289232965e-01	6.8662294375e-02	3.1681779110e-12	2.4136387532e-05	2.4746800869e-02	9.5603270515e-02
4.0239369086e-04	5.0667656405e+02	1.5569249896e+16	5.7522408684e+15	4.3349528505e+01	2.7709010389e-11	3.6810020092e-05	2.3140032472e-01	6.8793470857e-02	3.1191767848e-12	2.0882833351e-05	2.4794958536e-02	9.5789307746e-02
4.9851062446e-04	5.0739255835e+02	1.9277585787e+16	7.1161819294e+15	4.3386973231e+01	2.4819007652e-11	3.7857265833e-05	2.3073826832e-01	6.8848336698e-02	3.0162258333e-12	1.7896396993e-05	2.4816375790e-02	9.5872036823e-02
6.1758632986e-04	5.0827517983e+02	2.3849729348e+16	8.8006649857e+15	4.3403196513e+01	2.2022690625e-11	3.8453175665e-05	2.3045302143e-01	6.8867630070e-02	2.9119906465e-12	1.5362258608e-05	2.4825654437e-02	9.5907869443e-02
7.6510480643e-04	5.0936196194e+02	2.9488388681e+16	1.0879555147e+16	4.3410386634e+01	1.9679427308e-11	3.8876571840e-05	2.3032799518e-01	6.8870773413e-02	2.8348145747e-12	1.3302352861e-05	2.4829767019e-02	9.5923741762e-02
9.4785997765e-04	5.1069826304e+02	3.6439354086e+16	1.3443010028e+16	4.3413809512e+01	1.7878354472e-11	3.9260669259e-05	2.3026981947e-01	6.8866194933e-02	2.8000080137e-12	1.1674775263e-05	2.4831724635e-02	9.5931286645e-02
1.1742685835e-03	5.1233858621e+02	4.5000742512e+16	1.6600726466e+16	4.3415652721e+01	1.6623722626e-11	3.9669716525e-05	2.3023962058e-01	6.8857410105e-02	2.8196012019e-12	1.0426555042e-05	2.4832778864e-02	9.5935338737e-02
1.4547578108e-03	5.1434796969e+02	5.5533452317e+16	2.0485680031e+16	4.3416822645e+01	1.5914119537e-11	4.0138461972e-05	2.3022128641e-01	6.8845969845e-02	2.9079763334e-12	9.5129489687e-06	2.4833448259e-02	9.5937900775e-02
1.8022455152e-03	5.1680337155e+02	6.8472844874e+16	2.5258370685e+16	4.3417697436e+01	1.5778929219e-11	4.0689550388e-05	2.3020818187e-01	6.8832724630e-02	3.0863276083e-12	8.9043440152e-06	2.4833948289e-02	9.5939804910e-02
2.2327351488e-03	5.1979493011e+02	8.4341673861e+16	3.1111567112e+16	4.3418426318e+01	1.6308084879e-11	4.1343879968e-05	2.3019740958e-01	6.8818271988e-02	3.3884702919e-12	8.5904258744e-06	2.4834365574e-02	9.5941384280e-02
2.7660527949e-03	5.2342693288e+02	1.0376425519e+17	3.8275521531e+16	4.3419058827e+01	1.7688757239e-11	4.2119147149e-05	2.3018814643e-01	6.8803297996e-02	3.8698253350e-12	8.5845834840e-06	2.4834727121e-02	9.5942742718e-02
3.4267602534e-03	5.2781827608e+02	1.2748172227e+17	4.7023615146e+16	4.3419583842e+01	2.0279855655e-11	4.3035429516e-05	2.3018030195e-01	6.8788528865e-02	4.6244383569e-12	8.9332683451e-06	2.4835027349e-02	9.5943856776e-02
4.2452862274e-03	5.3310215727e+02	1.5636831752e+17	5.7678406583e+16	4.3419943859e+01	2.4751947973e-11	4.4112362379e-05	2.3017468281e-01	6.8774778331e-02	5.8166914646e-12	9.7321379275e-06	2.4835233160e-02	9.5944596692e-02
5.2593277089e-03	5.3942473153e+02	1.9144859259e+17	7.0618110930e+16	4.3420001292e+01	3.2379923785e-11	4.5369925413e-05	2.3017336141e-01	6.8762751832e-02	7.7444497013e-12	1.1156694395e-05	2.4835266306e-02	9.5944657314e-02
6.5155861036e-03	5.4694249713e+02	2.3391525007e+17	8.6283655578e+16	4.3419393089e+01	4.5661581476e-11	4.6823201670e-05	2.3018252328e-01	6.8752684855e-02	1.0967372728e-11	1.3518418080e-05	2.4834918194e-02	9.5943229704e-02
8.0719180519e-03	5.5581827887e+02	2.8514473475e+17	1.0518665305e+17	4.3416865931e+01	6.9673022765e-11	4.8473651661e-05	2.3022376493e-01	6.8742945913e-02	1.6575327366e-11	1.7369074055e-05	2.4833473064e-02	9.5937543274e-02
1.0000000000e-02	5.6621584782e+02	3.4668934890e+17	1.2791889425e+17	4.3406978128e+01	1.1491208003e-10	5.0250021317e-05	2.3039314201e-01	6.8724390031e-02	2.6734959500e-11	2.3680074097e-05	2.4827817424e-02	9.5915562674e-02
1.2388629240e-02	5.7829343552e+02	4.2008819132e+17	1.5516426576e+17	4.3361322115e+01	2.0147417894e-10	5.1745260389e-05	2.3119388458e-01	6.8648934563e-02	4.5560725799e-11	3.4040609361e-05	2.4801704016e-02	9.5814502920e-02
1.5347813444e-02	5.9219661660e+02	5.0545278430e+17	1.8771427791e+17	4.3125788072e+01	3.4819974366e-10	5.1277375947e-05	2.3536056982e-01	6.8261067086e-02	7.8177279333e-11	5.0006024729e-05	2.4666985663e-02	9.5293764520e-02
1.9013837041e-02	6.0805117395e+02	5.9562538959e+17	2.2648860323e+17	4.2119249923e+01	5.1714609986e-10	4.7522957443e-05	2.5320109563e-01	6.6616269992e-02	1.2161750694e-10	7.0252179456e-05	2.4091273181e-02	9.3069037836e-02
2.3555537753e-02	6.2595655858e+02	6.7246073084e+17	2.7256215003e+17	3.9514383780e+01	7.2855951334e-10	4.6965183853e-05	2.9937358937e-01	6.2406464263e-02	1.7234847244e-10	9.5238704789e-05	2.2601356129e-02	8.7311999826e-02
2.9182082376e-02	6.4598038277e+02	7.2238552417e+17	3.2720028020e+17	3.5359758592e+01	1.1536097029e-09	5.2894105558e-05	3.7300134784e-01	5.5746097302e-02	2.4473708915e-10	1.3280261619e-04	2.0225015064e-02	7.8130039550e-02
3.6152599901e-02	6.6815407238e+02	7.6707409757e+17	3.9190394250e+17	3.1348135627e+01	2.1966153375e-09	6.2050675605e-05	4.4406022804e-01	4.9347610733e-02	3.9132948960e-10	2.0280502872e-04	1.7930467237e-02	6.9263920673e-02
4.4788115623e-02	6.9246943641e+02	8.7418287637e+17	4.6846688658e+17	2.9886666272e+01	5.2746715412e-09	6.9765694100e-05	4.6984676038e-01	4.7002518536e-02	8.0842925772e-10	3.6074770480e-04	1.7094543268e-02	6.6032920713e-02
5.5486335881e-02	7.1887559534e+02	1.0369772976e+18	5.5904790403e+17	2.9708061138e+01	1.3620453854e-08	7.5492571122e-05	4.7278791236e-01	4.6629523784e-02	1.8571847005e-09	6.8143808009e-04	1.6992385828e-02	6.5636364488e-02
6.8739964312e-02	7.4727552883e+02	1.2345379514e+18	6.6626232973e+17	2.9676540295e+01	3.3316863751e-08	7.8334411473e-05	4.7295955346e-01	4.6368900541e-02	4.1751717025e-09	1.2672876107e-03	1.6974356385e-02	6.5564039409e-02
8.5159393183e-02	7.7752150067e+02	1.4684014709e+18	7.9329892929e+17	2.9645721619e+01	7.0877661519e-08	7.4944445589e-05	4.7289036265e-01	4.5933086551e-02	8.6909565930e-09	2.2340323945e-03	1.6956728896e-02	6.5491596703e-02
1.0550081484e-01	8.0940879669e+02	1.7450445371e+18	9.4407090022e+17	2.9604381043e+01	1.1994703962e-07	6.2832171086e-05	4.7276868646e-01	4.5281120678e-02	1.5941538708e-08	3.6034023786e-03	1.6933082802e-02	6.5392149375e-02
1.3070104796e-01	8.4266756026e+02	2.0726957757e+18	1.1234131720e+18	2.9549499380e+01	1.7503543324e-07	4.9062920356e-05	4.7259871047e-01	4.4389510463e-02	2.6718866198e-08	5.4359225583e-03	1.6901691621e-02	6.5257096559e-02
1.6192068245e-01	8.7695303787e+02	2.4605421941e+18	1.3373426834e+18	2.9467424283e+01	2.5994638680e-07	4.0140983733e-05	4.7240802583e-01	4.3135642012e-02	4.4230537650e-08	8.0622423197e-03	1.6854745569e-02	6.5056905411e-02
2.0059753011e-01	9.1183529459e+02	2.9183514613e+18	1.5934039895e+18	2.9333625493e+01	3.8310867884e-07	3.4087589978e-05	4.7256071443e-01	4.1432362901e-02	7.1050054739e-08	1.1599463861e-02	1.6778214231e-02	6.4736496457e-02
2.4851284270e-01	9.4679050279e+02	3.4537818542e+18	1.9011293282e+18	2.9096267875e+01	5.2037543285e-07	2.8834488069e-05	4.7417554522e-01	3.9302469738e-02	1.0619039164e-07	1.5723968520e-02	1.6642451120e-02	6.4177365194e-02
3.0787334695e-01	9.8119731920e+02	4.0913392624e+18	2.2726494774e+18	2.8832817031e+01	6.1844473224e-07	2.3442151163e-05	4.7630221706e-01	3.7107398069e-02	1.4444358789e-07	1.9742001315e-02	1.6491762792e-02	6.3542605488e-02
3.8141287483e-01	1.0143436415e+03	4.8769935863e+18	2.7234973374e+18	2.8680009083e+01	6.4578630697e-07	1.8260572874e-05	4.7688373422e-01	3.5261414947e-02	1.8063807921e-07	2.3045029545e-02	1.6404362746e-02	6.3123610393e-02
4.7251826936e-01	1.0454509269e+03	5.8457085371e+18	3.2736456634e+18	2.8599573893e+01	6.4103310651e-07	1.4437447859e-05	4.7662481462e-01	3.3708607646e-02	2.1532240855e-07	2.5598791316e-02	1.6358358779e-02	6.2834001063e-02
5.8538536482e-01	1.0737244901e+03	7.0386123859e+18	3.9488052821e+18	2.8547982289e+01	6.5357468886e-07	1.2258723221e-05	4.7614540604e-01	3.2326220691e-02	2.5329713600e-07	2.7678647696e-02	1.6328851656e-02	6.2591960593e-02
