#P (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (g/mol)       	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            	H2              	He              	N2              
8.5159393183e-10	5.0364388215e+02	2.2718337520e+10	1.2246887054e+10	2.3358231945e+00	1.6373499345e-04	1.0920133133e-05	4.4873346477e-04	9.3847393532e-09	1.4381419737e-12	8.5361461272e-01	1.4535822682e-01	5.7731071126e-05
1.0550081484e-09	5.0364388369e+02	2.8144923663e+10	1.5172214258e+10	2.3358246633e+00	1.6260650280e-04	1.0846518202e-05	4.4880224821e-04	1.4505758323e-08	1.7816645791e-12	8.5361567189e-01	1.4535831816e-01	5.7731107258e-05
1.3070104796e-09	5.0364388561e+02	3.4867721010e+10	1.8796293648e+10	2.3358259171e+00	1.6166132892e-04	1.0784759889e-05	4.4885636333e-04	2.2396097275e-08	2.2072421169e-12	8.5361655840e-01	1.4535839630e-01	5.7731138034e-05
1.6192068245e-09	5.0364388799e+02	4.3196346505e+10	2.3286031199e+10	2.3358269937e+00	1.6087698364e-04	1.0733368303e-05	4.4889581932e-04	3.4543813238e-08	2.7344744229e-12	8.5361729299e-01	1.4535846336e-01	5.7731164365e-05
2.0059753011e-09	5.0364389093e+02	5.3514373306e+10	2.8848200531e+10	2.3358279317e+00	1.6023338613e-04	1.0690989309e-05	4.4891969379e-04	5.3233077844e-08	3.3876429893e-12	8.5361789365e-01	1.4535852177e-01	5.7731187200e-05
2.4851284270e-09	5.0364389458e+02	6.6296996376e+10	3.5738965803e+10	2.3358287731e+00	1.5971361779e-04	1.0656444755e-05	4.4892566886e-04	8.1968220317e-08	4.1968292277e-12	8.5361837497e-01	1.4535857414e-01	5.7731207562e-05
3.0787334695e-09	5.0364389909e+02	8.2132917899e+10	4.4275679278e+10	2.3358295656e+00	1.5930471884e-04	1.0628770105e-05	4.4890934601e-04	1.2612172490e-07	5.1992998323e-12	8.5361874714e-01	1.4535862346e-01	5.7731226615e-05
3.8141287483e-09	5.0364390469e+02	1.0175146062e+11	5.4851496883e+10	2.3358303678e+00	1.5899865019e-04	1.0607254795e-05	4.4886321886e-04	1.9392203047e-07	6.4412230388e-12	8.5361901464e-01	1.4535867338e-01	5.7731245778e-05
4.7251826936e-09	5.0364391162e+02	1.2605615821e+11	6.7953484879e+10	2.3358312537e+00	1.5879372196e-04	1.0591500777e-05	4.4877511619e-04	2.9795347660e-07	7.9797948073e-12	8.5361917473e-01	1.4535872837e-01	5.7731266912e-05
5.8538536482e-09	5.0364392021e+02	1.5616637012e+11	8.4185051537e+10	2.3358323312e+00	1.5869617295e-04	1.0581472335e-05	4.4862588806e-04	4.5742204044e-07	9.8858727958e-12	8.5361921382e-01	1.4535879543e-01	5.7731292530e-05
7.2521222472e-09	5.0364393084e+02	1.9346883915e+11	1.0429373690e+11	2.3358337476e+00	1.5872379513e-04	1.0577651105e-05	4.4838586587e-04	7.0154407294e-07	1.2247239434e-11	8.5361910475e-01	1.4535888357e-01	5.7731326275e-05
8.9843853723e-09	5.0364394402e+02	2.3968156788e+11	1.2920564047e+11	2.3358357199e+00	1.5891000779e-04	1.0581177959e-05	4.4800972071e-04	1.0745502684e-06	1.5172644203e-11	8.5361879985e-01	1.4535900631e-01	5.7731373445e-05
1.1130421933e-08	5.0364396035e+02	2.9693296033e+11	1.6006807236e+11	2.3358385672e+00	1.5931059362e-04	1.0594104884e-05	4.4742898967e-04	1.6429143426e-06	1.8796811176e-11	8.5361822232e-01	1.4535918349e-01	5.7731441851e-05
1.3789067061e-08	5.0364398058e+02	3.6785988070e+11	1.9830239220e+11	2.3358427582e+00	1.6001307061e-04	1.0619724710e-05	4.4654165621e-04	2.5054521726e-06	2.3286642092e-11	8.5361725371e-01	1.4535944429e-01	5.7731542977e-05
1.7082763938e-08	5.0364400564e+02	4.5572915734e+11	2.4566946921e+11	2.3358489748e+00	1.6114909752e-04	1.0662962121e-05	4.4519839574e-04	3.8066975229e-06	2.8848900158e-11	8.5361571708e-01	1.4535983130e-01	5.7731693521e-05
2.1163202882e-08	5.0364403669e+02	5.6458814757e+11	3.0435077820e+11	2.3358581835e+00	1.6291038601e-04	1.0730800578e-05	4.4318597261e-04	5.7530934468e-06	3.5739727678e-11	8.5361335735e-01	1.4536040435e-01	5.7731917313e-05
2.6218307404e-08	5.0364407515e+02	6.9945132402e+11	3.7704886621e+11	2.3358717217e+00	1.6556416481e-04	1.0832418926e-05	4.4021037402e-04	8.6297365383e-06	4.4276434502e-11	8.5360981887e-01	1.4536124677e-01	5.7732247166e-05
3.2480888972e-08	5.0364412280e+02	8.6653151131e+11	4.6711181668e+11	2.3358913488e+00	1.6946590213e-04	1.0978816471e-05	4.3588519133e-04	1.2812382070e-05	5.4852098903e-11	8.5360463032e-01	1.4536246797e-01	5.7732726318e-05
4.0239369086e-08	5.0364418183e+02	1.0735264541e+12	5.7868744322e+11	2.3359192400e+00	1.7505984576e-04	1.1181257386e-05	4.2973400793e-04	1.8766610722e-05	6.7953651469e-11	8.5359720393e-01	1.4536420378e-01	5.7733408294e-05
4.9851062446e-08	5.0364425496e+02	1.3299739343e+12	7.1691431390e+11	2.3359578884e+00	1.8286115893e-04	1.1448132106e-05	4.2121528229e-04	2.7026064541e-05	8.4184273762e-11	8.5358686133e-01	1.4536660911e-01	5.7734354443e-05
6.1758632986e-08	5.0364434555e+02	1.6476917880e+12	8.8815840340e+11	2.3360099072e+00	1.9341800401e-04	1.1780249848e-05	4.0977191347e-04	3.8147547713e-05	1.0429114193e-10	8.5357288507e-01	1.4536984563e-01	5.7735628746e-05
7.6510480643e-08	5.0364445779e+02	2.0413230623e+12	1.1003062714e+12	2.3360777069e+00	2.0725570472e-04	1.2165038275e-05	3.9489640318e-04	5.2651609309e-05	1.2919979285e-10	8.5355459192e-01	1.4537406545e-01	5.7737290824e-05
9.4785997765e-08	5.0364459684e+02	2.5290113962e+12	1.3631282683e+12	2.3361632895e+00	2.2482567510e-04	1.2571799168e-05	3.7619849822e-04	7.0959589432e-05	1.6005669391e-10	8.5353140596e-01	1.4537939037e-01	5.7739388914e-05
1.1742685835e-07	5.0364476910e+02	3.1332376397e+12	1.6887284947e+12	2.3362678575e+00	2.4644507211e-04	1.2948296560e-05	3.5346380301e-04	9.3338364777e-05	1.9828197789e-10	8.5350293262e-01	1.4538589881e-01	5.7741953087e-05
1.4547578108e-07	5.0364498251e+02	3.8818560846e+12	2.0921022343e+12	2.3363917302e+00	2.7225107587e-04	1.3221927759e-05	3.2670976054e-04	1.1984314786e-04	2.4563477223e-10	8.5346902457e-01	1.4539360616e-01	5.7744989092e-05
1.8022455153e-07	5.0364524689e+02	4.8093776190e+12	2.5918265307e+12	2.3365338695e+00	3.0212516104e-04	1.3304741908e-05	2.9623660818e-04	1.5026145677e-04	3.0429414666e-10	8.5342987058e-01	1.4540245124e-01	5.7748471297e-05
2.2327351488e-07	5.0364557442e+02	5.9585583144e+12	3.2109157062e+12	2.3366917371e+00	3.3562578321e-04	1.3106347302e-05	2.6267933758e-04	1.8404819132e-04	3.7695942055e-10	8.5338608368e-01	1.4541227556e-01	5.7752335542e-05
2.7660527949e-07	5.0364598019e+02	7.3823657966e+12	3.9778812157e+12	2.3368609996e+00	3.7191503184e-04	1.2553385069e-05	2.2703662215e-04	2.2027718589e-04	4.6697448092e-10	8.5333878703e-01	1.4542281005e-01	5.7756473308e-05
3.4267602534e-07	5.0364648287e+02	9.1464133284e+12	4.9280446355e+12	2.3370355752e+00	4.0973264259e-04	1.1614033781e-05	1.9065157928e-04	2.5763593915e-04	5.7848185068e-10	8.5328964141e-01	1.4543367276e-01	5.7760731208e-05
4.2452862274e-07	5.0364710563e+02	1.1331973745e+13	6.1051642377e+12	2.3372078780e+00	4.4744738024e-04	1.0318928346e-05	1.5510675753e-04	2.9450978233e-04	7.1661359111e-10	8.5324076598e-01	1.4544439482e-01	5.7764920234e-05
5.2593277089e-07	5.0364787714e+02	1.4039713619e+13	7.5634500329e+12	2.3373698536e+00	4.8325022471e-04	8.7679397500e-06	1.2202429968e-04	3.2917511675e-04	8.8772771581e-10	8.5319448787e-01	1.4545447566e-01	5.7768838268e-05
6.5155861036e-07	5.0364883293e+02	1.7394322804e+13	9.3700600414e+12	2.3375143352e+00	5.1546124195e-04	7.1121835481e-06	9.2792831403e-05	3.6009078499e-04	1.0997008043e-09	8.5315294920e-01	1.4546346680e-01	5.7772303614e-05
8.0719180519e-07	5.0365001702e+02	2.1550255998e+13	1.1608192690e+13	2.3376363746e+00	5.4286268064e-04	5.5138840083e-06	6.8307255231e-05	3.8619868747e-04	1.3622900153e-09	8.5311768258e-01	1.4547106095e-01	5.7775189283e-05
1.0000000000e-06	5.0365148392e+02	2.6698851791e+13	1.4380917653e+13	2.3377341246e+00	5.6492523178e-04	4.1022012601e-06	4.8834047818e-05	4.0710282378e-04	1.6875809389e-09	8.5308933244e-01	1.4547714412e-01	5.7777443579e-05
1.2388629240e-06	5.0365330120e+02	3.3077153809e+13	1.7815921410e+13	2.3378087298e+00	5.8181199027e-04	2.9467706752e-06	3.4061533840e-05	4.2304545825e-04	2.0905418239e-09	8.5306766100e-01	1.4548178679e-01	5.7779087164e-05
1.5347813444e-06	5.0365555253e+02	4.0978834394e+13	2.2071385832e+13	2.3378633897e+00	5.9418174915e-04	2.0582534940e-06	2.3296483924e-05	4.3470978897e-04	2.5897095899e-09	8.5305180291e-01	1.4548518821e-01	5.7780189817e-05
1.9013837041e-06	5.0365834157e+02	5.0767719668e+13	2.7343270173e+13	2.3379021741e+00	6.0291857747e-04	1.4074217322e-06	1.5699776616e-05	4.4296496641e-04	3.2080388723e-09	8.5304061254e-01	1.4548760172e-01	5.7780840589e-05
2.3555537753e-06	5.0366179674e+02	6.2894537607e+13	3.3874331255e+13	2.3379290660e+00	6.0890790784e-04	9.4766230958e-07	1.0467769983e-05	4.4866202959e-04	3.9739523938e-09	8.5303294871e-01	1.4548927518e-01	5.7781123655e-05
2.9182082376e-06	5.0366607712e+02	7.7917660880e+13	4.1965296423e+13	2.3379474412e+00	6.1291102065e-04	6.3122485850e-07	6.9274142910e-06	4.5252244242e-04	4.9226396826e-09	8.5302783311e-01	1.4549041826e-01	5.7781104724e-05
3.6152599901e-06	5.0367137977e+02	9.6528799209e+13	5.1988702491e+13	2.3379598967e+00	6.1552380195e-04	4.1735113134e-07	4.5612388044e-06	4.5510494646e-04	6.0976619245e-09	8.5302450038e-01	1.4549119341e-01	5.7780826333e-05
4.4788115623e-06	5.0367794878e+02	1.1958482212e+14	6.4406035982e+13	2.3379683291e+00	6.1718748632e-04	2.7458169181e-07	2.9931814908e-06	4.5681743572e-04	7.5529338466e-09	8.5302238459e-01	1.4549171819e-01	5.7780308268e-05
5.5486335881e-06	5.0368608651e+02	1.4814717188e+14	7.9788960941e+13	2.3379740582e+00	6.1821622533e-04	1.8006911046e-07	1.9599416297e-06	4.5794631815e-04	9.3551693880e-09	8.5302108252e-01	1.4549207474e-01	5.7779549770e-05
6.8739964312e-06	5.0369616747e+02	1.8353067319e+14	9.8845607121e+13	2.3379779803e+00	6.1882824863e-04	1.1784716562e-07	1.2816669417e-06	4.5868758869e-04	1.1586896864e-08	8.5302031390e-01	1.4549231882e-01	5.7778531715e-05
8.5159393183e-06	5.0370865552e+02	2.2736397339e+14	1.2245312190e+14	2.3379806943e+00	6.1917224696e-04	7.7030959100e-08	8.3749390728e-07	4.5917311369e-04	1.4350171888e-08	8.5301988760e-01	1.4549248773e-01	5.7777217882e-05
1.0550081484e-05	5.0372412514e+02	2.8166437584e+14	1.5169797379e+14	2.3379825973e+00	6.1934782336e-04	5.0317918564e-08	5.4706883144e-07	4.5949062762e-04	1.7771142811e-08	8.5301967546e-01	1.4549260616e-01	5.7775555019e-05
1.3070104796e-05	5.0374328780e+02	3.4893048044e+14	1.8792584630e+14	2.3379839521e+00	6.1942060161e-04	3.2859753454e-08	3.5734593219e-07	4.5969807631e-04	2.2005654081e-08	8.5301959299e-01	1.4549269047e-01	5.7773471715e-05
1.6192068245e-05	5.0376702454e+02	4.3225684838e+14	2.3280339359e+14	2.3379849329e+00	6.1943307273e-04	2.1459408718e-08	2.3346788498e-07	4.5983354852e-04	2.7246107643e-08	8.5301958546e-01	1.4549275151e-01	5.7770876097e-05
2.0059753011e-05	5.0379642621e+02	5.3547589649e+14	2.8839466114e+14	2.3379856564e+00	6.1941221972e-04	1.4017926684e-08	1.5259756366e-07	4.5992200329e-04	3.3729840390e-08	8.5301961804e-01	1.4549279654e-01	5.7767652393e-05
2.4851284270e-05	5.0383284335e+02	6.6333344002e+14	3.5725562878e+14	2.3379862009e+00	6.1937478254e-04	9.1611477603e-09	9.9801468633e-08	4.5997976379e-04	4.1749315176e-08	8.5301966909e-01	1.4549283043e-01	5.7763656330e-05
3.0787334695e-05	5.0387794771e+02	8.2170579139e+14	4.4255113462e+14	2.3379866204e+00	6.1933083636e-04	5.9910141041e-09	6.5325983605e-08	4.6001749229e-04	5.1664460267e-08	8.5301972548e-01	1.4549285653e-01	5.7758709287e-05
3.8141287483e-05	5.0393380819e+02	1.0178681417e+15	5.4819941864e+14	2.3379869519e+00	6.1928618805e-04	3.9212465540e-09	4.2805189669e-08	4.6004214835e-04	6.3917521301e-08	8.5301977955e-01	1.4549287717e-01	5.7752591073e-05
4.7251826936e-05	5.0400298462e+02	1.2608261708e+15	6.7905071947e+14	2.3379872220e+00	6.1924395946e-04	2.5693413796e-09	2.8085841418e-08	4.6005827295e-04	7.9050800402e-08	8.5301982694e-01	1.4549289398e-01	5.7745031200e-05
5.8538536482e-05	5.0408864328e+02	1.5617255232e+15	8.4110780801e+14	2.3379874500e+00	6.1920561932e-04	1.6858217678e-09	1.8458737414e-08	4.6006882857e-04	9.7727632179e-08	8.5301986537e-01	1.4549290816e-01	5.7735698485e-05
7.2521222472e-05	5.0419469906e+02	1.9343570424e+15	1.0417980933e+15	2.3379876503e+00	6.1917164632e-04	1.1079912201e-09	1.2156655330e-08	4.6007574800e-04	1.2075685988e-07	8.5301989365e-01	1.4549292063e-01	5.7724188872e-05
8.9843853723e-05	5.0432599022e+02	2.3957795547e+15	1.2903090386e+15	2.3379878344e+00	6.1914194837e-04	7.2974275204e-10	8.0266989927e-09	4.6008029251e-04	1.4912088704e-07	8.5301991118e-01	1.4549293208e-01	5.7710011446e-05
1.1130421933e-04	5.0448849277e+02	2.9670866430e+15	1.5980011248e+15	2.3379880118e+00	6.1911612256e-04	4.8186512101e-10	5.3165825944e-09	4.6008328548e-04	1.8400703207e-07	8.5301991756e-01	1.4549294313e-01	5.7692572785e-05
1.3789067061e-04	5.0468958269e+02	3.6743493145e+15	1.9789155471e+15	2.3379881910e+00	6.1909361205e-04	3.1920208200e-10	3.5352729706e-09	4.6008526474e-04	2.2684132112e-07	8.5301991236e-01	1.4549295427e-01	5.7671160088e-05
1.7082763938e-04	5.0493835587e+02	4.5497728144e+15	2.4503972435e+15	2.3379883797e+00	6.1907379736e-04	2.1228182425e-10	2.3621308281e-09	4.6008658197e-04	2.7932290334e-07	8.5301989496e-01	1.4549296602e-01	5.7644923975e-05
2.1163202882e-04	5.0524601702e+02	5.6331130686e+15	3.0338577512e+15	2.3379885857e+00	6.1905604631e-04	1.4186082389e-10	1.5876738543e-09	4.6008746740e-04	3.4345581091e-07	8.5301986446e-01	1.4549297883e-01	5.7612862623e-05
2.6218307404e-04	5.0562634992e+02	6.9734062624e+15	3.7557067099e+15	2.3379888169e+00	6.1903973846e-04	9.5367302454e-11	1.0749540416e-09	4.6008807214e-04	4.2157263191e-07	8.5301981962e-01	1.4549299322e-01	5.7573809936e-05
3.2480888972e-04	5.0609628295e+02	8.6310736647e+15	4.6484854579e+15	2.3379890818e+00	6.1902427421e-04	6.4582703320e-11	7.3437254033e-10	4.6008849564e-04	5.1634162510e-07	8.5301975880e-01	1.4549300971e-01	5.7526431992e-05
4.0239369086e-04	5.0667656405e+02	1.0680472522e+16	5.7522408684e+15	2.3379893894e+00	6.1900907448e-04	4.4130005916e-11	5.0725404994e-10	4.6008880375e-04	6.3074473531e-07	8.5301967996e-01	1.4549302884e-01	5.7469238043e-05
4.9851062446e-04	5.0739255835e+02	1.3212971952e+16	7.1161819294e+15	2.3379897492e+00	6.1899357438e-04	3.0487903060e-11	3.5513183595e-10	4.6008904031e-04	7.6800888309e-07	8.5301958068e-01	1.4549305123e-01	5.7400614863e-05
6.1758632986e-04	5.0827517983e+02	1.6340639088e+16	8.8006649857e+15	2.3379901710e+00	6.1897721108e-04	2.1347756722e-11	2.5275632002e-10	4.6008923484e-04	9.3146719081e-07	8.5301945819e-01	1.4549307747e-01	5.7318896137e-05
7.6510480643e-04	5.0936196194e+02	2.0200623693e+16	1.0879555147e+16	2.3379906646e+00	6.1895940397e-04	1.5194032879e-11	1.8353230388e-10	4.6008940736e-04	1.1243215667e-06	8.5301930958e-01	1.4549310819e-01	5.7222481151e-05
9.4785997765e-04	5.1069826304e+02	2.4960326955e+16	1.3443010028e+16	2.3379912389e+00	6.1893952144e-04	1.1030479002e-11	1.3654105863e-10	4.6008957152e-04	1.3492755585e-06	8.5301913196e-01	1.4549314392e-01	5.7110018349e-05
1.1742685835e-03	5.1233858621e+02	3.0823429919e+16	1.6600726466e+16	2.3379919004e+00	6.1891682563e-04	8.2013938618e-12	1.0459777645e-10	4.6008973645e-04	1.6080105112e-06	8.5301892284e-01	1.4549318507e-01	5.6980667221e-05
1.4547578108e-03	5.1434796969e+02	3.8036836935e+16	2.0485680031e+16	2.3379926514e+00	6.1889038359e-04	6.2749988268e-12	8.2987112636e-11	4.6008990776e-04	1.9004945632e-06	8.5301868067e-01	1.4549323180e-01	5.6834443755e-05
1.8022455152e-03	5.1680337155e+02	4.6898558852e+16	2.5258370685e+16	2.3379934876e+00	6.1885893488e-04	4.9674464726e-12	6.8645708847e-11	4.6009008796e-04	2.2241497548e-06	8.5301840550e-01	1.4549328383e-01	5.6672636825e-05
2.2327351488e-03	5.1979493011e+02	5.7766522069e+16	3.1111567112e+16	2.3379943953e+00	6.1882071558e-04	4.0935497905e-12	5.9644575139e-11	4.6009027643e-04	2.5729629227e-06	8.5301809979e-01	1.4549334030e-01	5.6498252672e-05
2.7660527949e-03	5.2342693288e+02	7.1068250986e+16	3.8275521531e+16	2.3379953480e+00	6.1877326362e-04	3.5353025637e-12	5.4882591025e-11	4.6009046921e-04	2.9367097589e-06	8.5301776918e-01	1.4549339957e-01	5.6316402798e-05
3.4267602534e-03	5.2781827608e+02	8.7311349854e+16	4.7023615146e+16	2.3379963050e+00	6.1871327363e-04	3.2226459568e-12	5.3948274401e-11	4.6009065876e-04	3.3005524636e-06	8.5301742299e-01	1.4549345911e-01	5.6134505094e-05
4.2452862274e-03	5.3310215727e+02	1.0709473254e+17	5.7678406583e+16	2.3379972109e+00	6.1863662650e-04	3.1234122808e-12	5.7154413683e-11	4.6009083389e-04	3.6453322525e-06	8.5301707420e-01	1.4549351547e-01	5.5962137584e-05
5.2593277089e-03	5.3942473153e+02	1.3112065152e+17	7.0618110930e+16	2.3379979986e+00	6.1853877388e-04	3.2415497048e-12	6.5821926514e-11	4.6009098007e-04	3.9488510101e-06	8.5301673821e-01	1.4549356448e-01	5.5810397667e-05
6.5155861036e-03	5.4694249713e+02	1.6020779762e+17	8.6283655578e+16	2.3379985957e+00	6.1841569471e-04	3.6253360866e-12	8.3035056013e-11	4.6009107994e-04	4.1882643137e-06	8.5301643036e-01	1.4549360162e-01	5.5690705764e-05
8.0719180519e-03	5.5581827887e+02	1.9530610218e+17	1.0518665305e+17	2.3379989329e+00	6.1826568507e-04	4.3915724504e-12	1.1543421895e-10	4.6009111307e-04	4.3433765841e-06	8.5301616172e-01	1.4549362260e-01	5.5613157949e-05
1.0000000000e-02	5.6621584782e+02	2.3751436223e+17	1.2791889425e+17	2.3379989502e+00	6.1809240345e-04	5.7802715241e-12	1.7748755342e-10	4.6009105295e-04	4.4002150917e-06	8.5301593312e-01	1.4549362367e-01	5.5584739097e-05
1.2388629240e-02	5.7829343552e+02	2.8810236550e+17	1.5516426576e+17	2.3379985951e+00	6.1791002874e-04	8.2728133617e-12	3.0200411119e-10	4.6009085596e-04	4.3539425442e-06	8.5301572670e-01	1.4549360158e-01	5.5607866547e-05
1.5347813444e-02	5.9219661660e+02	3.4853971692e+17	1.8771427791e+17	2.3379978068e+00	6.1775174905e-04	1.2847796234e-11	5.6700332548e-10	4.6009043101e-04	4.2101617571e-06	8.5301549410e-01	1.4549355253e-01	5.5679737342e-05
1.9013837041e-02	6.0805117395e+02	4.2053396279e+17	2.2648860323e+17	2.3379964890e+00	6.1767942198e-04	2.1541578742e-11	1.1667739117e-09	4.6008956265e-04	3.9840773833e-06	8.5301514462e-01	1.4549347053e-01	5.5792746678e-05
2.3555537753e-02	6.2595655858e+02	5.0608085240e+17	2.7256215003e+17	2.3379945375e+00	6.1776897078e-04	3.8684530975e-11	2.6046939660e-09	4.6008772219e-04	3.6976875370e-06	8.5301456865e-01	1.4549334910e-01	5.5935892690e-05
2.9182082376e-02	6.4598038277e+02	6.0752978811e+17	3.2720028020e+17	2.3379921166e+00	6.1798867510e-04	7.3599533494e-11	6.2230888210e-09	4.6008358971e-04	3.3758547828e-06	8.5301380834e-01	1.4549319845e-01	5.6096747850e-05
3.6152599901e-02	6.6815407238e+02	7.2766777597e+17	3.9190394250e+17	2.3379899634e+00	6.1805540954e-04	1.4633436189e-10	1.5654721278e-08	4.6007365811e-04	3.0424095409e-06	8.5301325194e-01	1.4549306480e-01	5.6263415249e-05
4.4788115623e-02	6.9246943641e+02	8.6982547773e+17	4.6846688658e+17	2.3379884307e+00	6.1782207592e-04	2.9967571549e-10	4.0742717246e-08	4.6004810992e-04	2.7172488487e-06	8.5301309813e-01	1.4549296942e-01	5.6425955105e-05
5.5486335881e-02	7.1887559534e+02	1.0380110687e+18	5.5904790403e+17	2.3379870048e+00	6.1746206987e-04	6.2330810214e-10	1.0778926916e-07	4.5998045208e-04	2.4148887870e-06	8.5301312165e-01	1.4549288068e-01	5.6577096409e-05
6.8739964312e-02	7.4727552883e+02	1.2370801624e+18	6.6626232973e+17	2.3379849752e+00	6.1716829483e-04	1.2985353877e-09	2.8488280540e-07	4.5980227329e-04	2.1443758040e-06	8.5301312628e-01	1.4549275410e-01	5.6712297702e-05
8.5159393183e-02	7.7752150067e+02	1.4729523688e+18	7.9329892929e+17	2.3379809457e+00	6.1729185089e-04	2.6745505954e-09	7.3987230540e-07	4.5934509973e-04	1.9101179123e-06	8.5301284465e-01	1.4549250334e-01	5.6829319806e-05
1.0550081484e-01	8.0940879669e+02	1.7528900922e+18	9.4407090022e+17	2.3379714713e+00	6.1884888319e-04	5.3896471458e-09	1.8606899309e-06	4.5821967949e-04	1.7131362729e-06	8.5301147929e-01	1.4549191374e-01	5.6927565724e-05
1.3070104796e-01	8.4266756026e+02	2.0858610768e+18	1.1234131720e+18	2.3379488268e+00	6.2427480686e-04	1.0564107448e-08	4.4771482943e-06	4.5559355364e-04	1.5523468349e-06	8.5300706577e-01	1.4549050472e-01	5.7007384383e-05
1.6192068245e-01	8.7695303787e+02	2.4830154742e+18	1.3373426834e+18	2.3378995740e+00	6.3699094614e-04	2.0061310302e-08	1.0193673871e-05	4.4985777778e-04	1.4256567869e-06	8.5299700287e-01	1.4548743979e-01	5.7069486110e-05
2.0059753011e-01	9.1183529459e+02	2.9583237799e+18	1.5934039895e+18	2.3378084898e+00	6.5717393981e-04	3.6297847386e-08	2.1571772466e-05	4.3844541604e-04	1.3308111389e-06	8.5298207003e-01	1.4548177421e-01	5.7114615080e-05
2.4851284270e-01	9.4679050279e+02	3.5294362202e+18	1.9011293282e+18	2.3376678750e+00	6.7831914818e-04	6.0278065987e-08	4.1251539815e-05	4.1871380593e-04	1.2660021690e-06	8.5296930948e-01	1.4547302099e-01	5.7143471314e-05
3.0787334695e-01	9.8119731920e+02	4.2188332652e+18	2.2726494774e+18	2.3374861059e+00	6.9188397407e-04	8.8580905538e-08	6.9507844434e-05	3.9039312899e-04	1.2302993659e-06	8.5296677938e-01	1.4546170838e-01	5.7156715276e-05
3.8141287483e-01	1.0143436415e+03	5.0553433939e+18	2.7234973374e+18	2.3372912882e+00	6.9363165110e-04	1.1377853566e-07	1.0239492160e-04	3.5744208356e-04	1.2239963387e-06	8.5297697027e-01	1.4544958470e-01	5.7154883719e-05
4.7251826936e-01	1.0454509269e+03	6.0760766541e+18	3.2736456634e+18	2.3371183616e+00	6.8598063671e-04	1.2982543222e-07	1.3345712207e-04	3.2632923872e-04	1.2489492101e-06	8.5299525448e-01	1.4543882407e-01	5.7137909507e-05
5.8538536482e-01	1.0737244901e+03	7.3288120968e+18	3.9488052821e+18	2.3369907887e+00	6.7567269928e-04	1.3587709856e-07	1.5732960538e-04	3.0242491776e-04	1.3089485609e-06	8.5301338191e-01	1.4543088565e-01	5.7104486050e-05
